Input.sentence0,Input.question0,Input.Q0-Name1,Input.Q0-Name2,Input.sentence1,Input.question1,Input.Q1-Name1,Input.Q1-Name2,Input.sentence2,Input.question2,Input.Q2-Name1,Input.Q2-Name2,Input.sentence3,Input.question3,Input.Q3-Name1,Input.Q3-Name2,Input.sentence4,Input.question4,Input.Q4-Name1,Input.Q4-Name2,Input.sentence5,Input.question5,Input.Q5-Name1,Input.Q5-Name2,Input.sentence6,Input.question6,Input.Q6-Name1,Input.Q6-Name2,Input.sentence7,Input.question7,Input.Q7-Name1,Input.Q7-Name2,Input.sentence8,Input.question8,Input.Q8-Name1,Input.Q8-Name2,Input.sentence9,Input.question9,Input.Q9-Name1,Input.Q9-Name2,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.native
"The sister-in-law called Amanda because she was seeking advice.
",Who was seeking advice?,the sister-in-law,Amanda,"William told Joshua that he believed the saleswoman.
",Who believed the saleswoman?,William,Joshua,"The sister-in-law gave Amanda a slice of chocolate cake after she went for a tour.
",Who went for a tour?,the sister-in-law,Amanda,"Matthew was emailed by Joshua because he wanted to catch up.
",Who wanted to catch up?,Matthew,Joshua,"Melissa was told by Jennifer that she dishonored the father-in-law.
",Who dishonored the father-in-law?,Melissa,Jennifer,"The sister-in-law was left a note by Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"The sister-in-law was told by Amanda that she misguided the client.
",Who misguided the client?,the sister-in-law,Amanda,"The sister-in-law left a note for Amanda because she is leaving the town soon.
",Who is leaving the town soon?,the sister-in-law,Amanda,"Kimberly was told by the aunt that the granddaughter respected her.
",Who did the granddaughter respect?,Kimberly,the aunt,"The sister-in-law was baked some banana bread by Amanda before she said that she wanted some.
",Who said that she wanted some?,the sister-in-law,Amanda,prob-Q0-Name1,def-Q1-Name1,prob-Q2-Name2,prob-Q3-Name2,prob-Q4-Name1,prob-Q5-Name2,prob-Q6-Name1,prob-Q7-Name1,prob-Q8-Name1,prob-Q9-Name1,yes
"The sister-in-law called Amanda because she was seeking advice.
",Who was seeking advice?,the sister-in-law,Amanda,"William told Joshua that he believed the saleswoman.
",Who believed the saleswoman?,William,Joshua,"The sister-in-law gave Amanda a slice of chocolate cake after she went for a tour.
",Who went for a tour?,the sister-in-law,Amanda,"Matthew was emailed by Joshua because he wanted to catch up.
",Who wanted to catch up?,Matthew,Joshua,"Melissa was told by Jennifer that she dishonored the father-in-law.
",Who dishonored the father-in-law?,Melissa,Jennifer,"The sister-in-law was left a note by Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"The sister-in-law was told by Amanda that she misguided the client.
",Who misguided the client?,the sister-in-law,Amanda,"The sister-in-law left a note for Amanda because she is leaving the town soon.
",Who is leaving the town soon?,the sister-in-law,Amanda,"Kimberly was told by the aunt that the granddaughter respected her.
",Who did the granddaughter respect?,Kimberly,the aunt,"The sister-in-law was baked some banana bread by Amanda before she said that she wanted some.
",Who said that she wanted some?,the sister-in-law,Amanda,prob-Q0-Name1,Ambiguous,prob-Q2-Name1,prob-Q3-Name1,prob-Q4-Name2,Ambiguous,def-Q6-Name1,Ambiguous,prob-Q8-Name2,prob-Q9-Name1,yes
"The sister-in-law was told by Amanda that she laughed at the client.
",Who laughed at the client?,the sister-in-law,Amanda,"Matthew was told by Joshua that he unsettled the client.
",Who unsettled the client?,Matthew,Joshua,"Matthew was rented a truck by Joshua before he reached out for help.
",Who reached out for help?,Matthew,Joshua,"The sister-in-law was bought a drink by Amanda after she begged her to do so.
",Who begged her to do so?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"The sister-in-law was texted by Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,"William told Joshua that he bored the saleswoman.
",Who bored the saleswoman?,William,Joshua,"Matthew told Joshua that he tortured the client.
",Who tortured the client?,Matthew,Joshua,"Matthew was taught cooking by Joshua before he graduated.
",Who graduated?,Matthew,Joshua,"The sister-in-law told Amanda that she misdirected the client.
",Who misdirected the client?,the sister-in-law,Amanda,def-Q0-Name2,prob-Q1-Name1,prob-Q2-Name1,def-Q3-Name1,def-Q4-Name1,def-Q5-Name1,def-Q6-Name1,prob-Q7-Name1,prob-Q8-Name1,def-Q9-Name2,yes
"The sister-in-law was told by Amanda that she laughed at the client.
",Who laughed at the client?,the sister-in-law,Amanda,"Matthew was told by Joshua that he unsettled the client.
",Who unsettled the client?,Matthew,Joshua,"Matthew was rented a truck by Joshua before he reached out for help.
",Who reached out for help?,Matthew,Joshua,"The sister-in-law was bought a drink by Amanda after she begged her to do so.
",Who begged her to do so?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"The sister-in-law was texted by Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,"William told Joshua that he bored the saleswoman.
",Who bored the saleswoman?,William,Joshua,"Matthew told Joshua that he tortured the client.
",Who tortured the client?,Matthew,Joshua,"Matthew was taught cooking by Joshua before he graduated.
",Who graduated?,Matthew,Joshua,"The sister-in-law told Amanda that she misdirected the client.
",Who misdirected the client?,the sister-in-law,Amanda,prob-Q0-Name1,def-Q1-Name1,Ambiguous,prob-Q3-Name1,prob-Q4-Name1,prob-Q5-Name1,prob-Q6-Name1,Ambiguous,def-Q8-Name1,prob-Q9-Name1,yes
"The sister-in-law was told by Amanda that she laughed at the client.
",Who laughed at the client?,the sister-in-law,Amanda,"Matthew was told by Joshua that he unsettled the client.
",Who unsettled the client?,Matthew,Joshua,"Matthew was rented a truck by Joshua before he reached out for help.
",Who reached out for help?,Matthew,Joshua,"The sister-in-law was bought a drink by Amanda after she begged her to do so.
",Who begged her to do so?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she wanted to get some clarification.
",Who wanted to get some clarification?,the sister-in-law,Amanda,"The sister-in-law was texted by Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,"William told Joshua that he bored the saleswoman.
",Who bored the saleswoman?,William,Joshua,"Matthew told Joshua that he tortured the client.
",Who tortured the client?,Matthew,Joshua,"Matthew was taught cooking by Joshua before he graduated.
",Who graduated?,Matthew,Joshua,"The sister-in-law told Amanda that she misdirected the client.
",Who misdirected the client?,the sister-in-law,Amanda,def-Q0-Name1,prob-Q1-Name1,prob-Q2-Name1,prob-Q3-Name2,def-Q4-Name1,prob-Q5-Name2,prob-Q6-Name2,prob-Q7-Name2,def-Q8-Name1,prob-Q9-Name2,yes
"Matthew emailed Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"The sister-in-law told Amanda that she saw the client.
",Who saw the client?,the sister-in-law,Amanda,"The sister-in-law passed Amanda a cup of coffee after she tasted the dessert.
",Who tasted the dessert?,the sister-in-law,Amanda,"Matthew was left a voicemail by Joshua because he wanted to share some updates.
",Who wanted to share some updates?,Matthew,Joshua,"Matthew was left a voicemail by Joshua because he has an important interview tomorrow.
",Who has an important interview tomorrow?,Matthew,Joshua,"Matthew left a voicemail for Joshua because he is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,Matthew,Joshua,"The sister-in-law showed Amanda an elegant hat before she asked about the price.
",Who asked about the price?,the sister-in-law,Amanda,"Matthew sent a message to Joshua because he wanted to share some updates.
",Who wanted to share some updates?,Matthew,Joshua,"The sister-in-law was built a garden by Amanda after she expressed the desire of owning a garden.
",Who expressed the desire of owning a garden?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,def-Q0-Name1,def-Q1-Name1,prob-Q2-Name2,def-Q3-Name2,prob-Q4-Name2,Ambiguous,prob-Q6-Name1,def-Q7-Name1,def-Q8-Name1,prob-Q9-Name2,yes
"Matthew emailed Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"The sister-in-law told Amanda that she saw the client.
",Who saw the client?,the sister-in-law,Amanda,"The sister-in-law passed Amanda a cup of coffee after she tasted the dessert.
",Who tasted the dessert?,the sister-in-law,Amanda,"Matthew was left a voicemail by Joshua because he wanted to share some updates.
",Who wanted to share some updates?,Matthew,Joshua,"Matthew was left a voicemail by Joshua because he has an important interview tomorrow.
",Who has an important interview tomorrow?,Matthew,Joshua,"Matthew left a voicemail for Joshua because he is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,Matthew,Joshua,"The sister-in-law showed Amanda an elegant hat before she asked about the price.
",Who asked about the price?,the sister-in-law,Amanda,"Matthew sent a message to Joshua because he wanted to share some updates.
",Who wanted to share some updates?,Matthew,Joshua,"The sister-in-law was built a garden by Amanda after she expressed the desire of owning a garden.
",Who expressed the desire of owning a garden?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,Ambiguous,Ambiguous,prob-Q2-Name2,prob-Q3-Name1,prob-Q4-Name2,Ambiguous,prob-Q6-Name1,Ambiguous,prob-Q8-Name2,prob-Q9-Name1,yes
"Matthew emailed Joshua because he was upset.
",Who was upset?,Matthew,Joshua,"The sister-in-law told Amanda that she saw the client.
",Who saw the client?,the sister-in-law,Amanda,"The sister-in-law passed Amanda a cup of coffee after she tasted the dessert.
",Who tasted the dessert?,the sister-in-law,Amanda,"Matthew was left a voicemail by Joshua because he wanted to share some updates.
",Who wanted to share some updates?,Matthew,Joshua,"Matthew was left a voicemail by Joshua because he has an important interview tomorrow.
",Who has an important interview tomorrow?,Matthew,Joshua,"Matthew left a voicemail for Joshua because he is traveling abroad tomorrow.
",Who is traveling abroad tomorrow?,Matthew,Joshua,"The sister-in-law showed Amanda an elegant hat before she asked about the price.
",Who asked about the price?,the sister-in-law,Amanda,"Matthew sent a message to Joshua because he wanted to share some updates.
",Who wanted to share some updates?,Matthew,Joshua,"The sister-in-law was built a garden by Amanda after she expressed the desire of owning a garden.
",Who expressed the desire of owning a garden?,the sister-in-law,Amanda,"The sister-in-law called Amanda because she had been on leave for a long time.
",Who had been on leave for a long time?,the sister-in-law,Amanda,prob-Q0-Name1,prob-Q1-Name1,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name1,prob-Q5-Name1,def-Q6-Name1,prob-Q7-Name1,def-Q8-Name1,$def-Q9-Name1,yes
"The sister-in-law was given a dictionary by Amanda before she needed it.
",Who needed it?,the sister-in-law,Amanda,"William was told by Joshua that he complained to the saleswoman.
",Who complained to the saleswoman?,William,Joshua,"Melissa was told by Jennifer that she escorted the father-in-law.
",Who escorted the father-in-law?,Melissa,Jennifer,"William told Joshua that he comforted the saleswoman.
",Who comforted the saleswoman?,William,Joshua,"Matthew was sent the report by Joshua before he left the computer lab.
",Who left the computer lab?,Matthew,Joshua,"Melissa told Jennifer that she amused the father-in-law.
",Who amused the father-in-law?,Melissa,Jennifer,"The sister-in-law lent Amanda a pencil after she lost her own.
",Who lost her own?,the sister-in-law,Amanda,"Kimberly was told by the aunt that she concerned the granddaughter.
",Who concerned the granddaughter?,Kimberly,the aunt,"Matthew was given a call by Joshua before he got to the airport.
",Who got to the airport?,Matthew,Joshua,"The sister-in-law was called by Amanda because she wanted to share some updates.
",Who wanted to share some updates?,the sister-in-law,Amanda,prob-Q0-Name1,prob-Q1-Name1,prob-Q2-Name1,prob-Q3-Name2,prob-Q4-Name1,Ambiguous,prob-Q6-Name1,prob-Q7-Name2,prob-Q8-Name1,Ambiguous,yes
"The sister-in-law told Amanda that she resented the client.
",Who resented the client?,the sister-in-law,Amanda,"Kimberly told the aunt that she discouraged the granddaughter.
",Who discouraged the granddaughter?,Kimberly,the aunt,"Matthew was rented a graduation gown by Joshua after he missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she is flying abroad soon.
",Who is flying abroad soon?,the sister-in-law,Amanda,"The son told Robert that he captivated Brian.
",Who captivated Brian?,the son,Robert,"William told Joshua that he feared the saleswoman.
",Who feared the saleswoman?,William,Joshua,"The son told Robert that Brian misunderstood him.
",Who did Brian misunderstand?,the son,Robert,"The son told Robert that Brian misapprehended him.
",Who did Brian misapprehend?,the son,Robert,"William was told by Joshua that he explained to the saleswoman.
",Who explained to the saleswoman?,William,Joshua,"Matthew told Joshua the plan before he asked about it.
",Who asked about it?,Matthew,Joshua,def-Q0-Name1,Ambiguous,def-Q2-Name1,prob-Q3-Name1,Ambiguous,def-Q5-Name1,def-Q6-Name1,def-Q7-Name1,def-Q8-Name2,def-Q9-Name2,yes
"The sister-in-law told Amanda that she resented the client.
",Who resented the client?,the sister-in-law,Amanda,"Kimberly told the aunt that she discouraged the granddaughter.
",Who discouraged the granddaughter?,Kimberly,the aunt,"Matthew was rented a graduation gown by Joshua after he missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she is flying abroad soon.
",Who is flying abroad soon?,the sister-in-law,Amanda,"The son told Robert that he captivated Brian.
",Who captivated Brian?,the son,Robert,"William told Joshua that he feared the saleswoman.
",Who feared the saleswoman?,William,Joshua,"The son told Robert that Brian misunderstood him.
",Who did Brian misunderstand?,the son,Robert,"The son told Robert that Brian misapprehended him.
",Who did Brian misapprehend?,the son,Robert,"William was told by Joshua that he explained to the saleswoman.
",Who explained to the saleswoman?,William,Joshua,"Matthew told Joshua the plan before he asked about it.
",Who asked about it?,Matthew,Joshua,def-Q0-Name1,prob-Q1-Name1,def-Q2-Name1,prob-Q3-Name1,prob-Q4-Name1,def-Q5-Name1,prob-Q6-Name1,prob-Q7-Name2,def-Q8-Name2,def-Q9-Name2,yes
"The sister-in-law told Amanda that she resented the client.
",Who resented the client?,the sister-in-law,Amanda,"Kimberly told the aunt that she discouraged the granddaughter.
",Who discouraged the granddaughter?,Kimberly,the aunt,"Matthew was rented a graduation gown by Joshua after he missed the deadline for placing the order.
",Who missed the deadline for placing the order?,Matthew,Joshua,"The sister-in-law was texted by Amanda because she is flying abroad soon.
",Who is flying abroad soon?,the sister-in-law,Amanda,"The son told Robert that he captivated Brian.
",Who captivated Brian?,the son,Robert,"William told Joshua that he feared the saleswoman.
",Who feared the saleswoman?,William,Joshua,"The son told Robert that Brian misunderstood him.
",Who did Brian misunderstand?,the son,Robert,"The son told Robert that Brian misapprehended him.
",Who did Brian misapprehend?,the son,Robert,"William was told by Joshua that he explained to the saleswoman.
",Who explained to the saleswoman?,William,Joshua,"Matthew told Joshua the plan before he asked about it.
",Who asked about it?,Matthew,Joshua,Ambiguous,def-Q1-Name1,prob-Q2-Name1,def-Q3-Name1,Ambiguous,def-Q5-Name1,Ambiguous,prob-Q7-Name1,prob-Q8-Name2,$def-Q9-Name1,yes
